Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,total,MutatedSamples,AlteredSamples
OR52H1,1,0,0,0,2,0,0,0,0,3,3,3
OR52K1,0,0,0,0,2,1,0,0,0,3,3,3
OR52L1,0,0,0,0,3,0,0,0,0,3,3,3
OR52M1,0,0,0,0,2,1,0,0,0,3,3,3
OR56A4,1,0,0,0,2,0,0,0,0,3,3,3
OR5A2,0,0,0,0,3,0,0,0,0,3,3,3
OR5AN1,0,0,0,0,3,0,0,0,0,3,3,3
OR5B12,0,0,0,0,3,0,0,0,0,3,3,3
OR5H15,1,0,0,0,2,0,0,0,0,3,3,3
OR5K1,0,0,0,0,3,0,0,0,0,3,3,3
OR5K2,0,0,0,0,3,0,0,0,0,3,3,3
OR5M11,0,0,0,0,2,1,0,0,0,3,3,3
OR5T2,0,0,0,0,3,0,0,0,0,3,3,3
OR5T3,0,0,0,0,3,0,0,0,0,3,3,3
OR5W2,0,0,0,0,3,0,0,0,0,3,3,3
OR6C3,0,0,0,0,3,0,0,0,0,3,3,3
OR6C6,0,0,0,0,3,0,0,0,0,3,3,3
OR6C70,1,0,0,0,2,0,0,0,0,3,3,3
OR6C76,0,0,0,0,3,0,0,0,0,3,3,3
OR7A10,2,0,0,0,1,0,0,0,0,3,3,3
OR7C1,0,0,0,0,3,0,0,0,0,3,3,3
OR8B2,0,0,0,0,3,0,0,0,0,3,3,3
OR8G1,0,0,0,0,3,0,0,0,0,3,3,3
OR9Q1,0,0,0,0,3,0,0,0,0,3,3,3
ORC3,0,0,0,0,3,0,0,0,0,3,3,3
ORM2,0,0,0,0,3,0,0,0,0,3,3,3
OS9,0,0,0,0,2,0,0,1,0,3,3,3
OSBP2,1,0,0,0,2,0,0,0,0,3,3,3
OSBPL7,0,0,0,0,3,0,0,0,0,3,3,3
OSGEPL1,0,0,0,0,3,0,0,0,0,3,3,3
OSR1,0,0,0,0,3,0,0,0,0,3,3,3
OXGR1,0,0,0,0,2,1,0,0,0,3,3,3
P2RX5,0,0,0,0,3,0,0,0,0,3,3,3
P2RY4,0,0,0,0,3,0,0,0,0,3,3,3
P3H3,0,0,0,0,3,0,0,0,0,3,3,3
P4HA1,0,0,0,0,3,0,0,0,0,3,3,3
P4HA3,0,0,0,0,3,0,0,0,0,3,3,3
PABPC1L,0,0,0,0,3,0,0,0,0,3,3,3
PACRG,0,0,0,0,3,0,0,0,0,3,3,3
PACSIN3,0,0,0,0,3,0,0,0,0,3,3,3
PADI1,0,0,0,0,3,0,0,0,0,3,3,3
PADI4,0,0,1,0,2,0,0,0,0,3,3,3
PAF1,0,0,0,0,2,1,0,0,0,3,3,3
PAG1,0,0,0,0,2,0,0,1,0,3,3,3
PAGE1,0,0,0,0,2,0,0,0,1,3,3,3
PAGE2,0,0,0,0,3,0,0,0,0,3,3,3
PAGE3,0,0,0,0,3,0,0,0,0,3,3,3
PAGR1,1,0,1,0,1,0,0,0,0,3,3,3
PAK4,2,0,0,0,1,0,0,0,0,3,3,3
PALM,1,0,0,0,2,0,0,0,0,3,3,3
PALMD,0,0,0,0,3,0,0,0,0,3,3,3
PANX3,0,0,0,0,3,0,0,0,0,3,3,3
PAPLN,0,0,0,0,3,0,0,0,0,3,3,3
PAQR9,0,0,0,0,3,0,0,0,0,3,3,3
PAX6,2,0,0,0,1,0,0,0,0,3,3,3
PBX1,0,0,0,0,3,0,0,0,0,3,3,3
PCDHGA10,0,0,0,0,3,0,0,0,0,3,3,3
PCDHGA8,0,0,0,0,2,1,0,0,0,3,3,3
PCDHGC5,0,0,0,0,3,0,0,0,0,3,3,3
PCGF2,1,0,0,0,2,0,0,0,0,3,3,3
PCSK1,0,0,0,0,3,0,0,0,0,3,3,3
PCSK2,0,0,0,0,2,1,0,0,0,3,3,3
PCSK6,0,0,0,0,2,1,0,0,0,3,3,3
PCTP,0,0,0,0,3,0,0,0,0,3,3,3
PCYT1A,0,0,0,0,3,0,0,0,0,3,3,3
PDCD1,0,1,0,0,2,0,0,0,0,3,3,3
PDCD10,0,0,0,0,3,0,0,0,0,3,3,3
PDCL2,0,0,0,0,3,0,0,0,0,3,3,3
PDE1B,0,0,0,0,3,0,0,0,0,3,3,3
PDE2A,0,0,0,0,1,0,0,2,0,3,3,3
PDE3B,0,0,0,0,3,0,0,0,0,3,3,3
PDE6B,0,0,0,0,3,0,0,0,0,3,3,3
PDE7A,1,0,0,0,2,0,0,0,0,3,3,3
PDHX,0,0,0,0,2,1,0,0,0,3,3,3
PDLIM3,1,0,0,0,2,0,0,0,0,3,3,3
PDSS2,0,0,0,0,3,0,0,0,0,3,3,3
PEG10,1,0,0,0,2,0,0,0,0,3,3,3
PELI3,0,0,0,0,2,1,0,0,0,3,3,3
PES1,0,0,0,0,3,0,0,0,0,3,3,3
PEX19,0,0,0,0,3,0,0,0,0,3,3,3
PEX7,0,0,0,0,3,0,0,0,0,3,3,3
PFKFB2,0,0,0,0,3,0,0,0,0,3,3,3
PGA5,0,0,0,0,3,0,0,0,0,3,3,3
PGAM4,0,0,0,0,3,0,0,0,0,3,3,3
PGBD1,0,0,0,0,2,1,0,0,0,3,3,3
PGD,0,0,0,0,3,0,0,0,0,3,3,3
PGGHG,1,0,0,0,1,1,0,0,0,3,3,3
PGK2,0,0,0,0,2,1,0,0,0,3,3,3
PGLYRP2,1,0,0,0,2,0,0,0,0,3,3,3
PGM1,0,0,0,0,3,0,0,0,0,3,3,3
PGRMC1,0,0,0,0,3,0,0,0,0,3,3,3
PHACTR3,0,0,0,0,3,0,0,0,0,3,3,3
PHF1,0,1,0,0,2,0,0,0,0,3,3,3
PHF21A,1,0,0,0,2,0,0,0,0,3,3,3
PHF21B,1,0,0,0,2,0,0,0,0,3,3,3
PHKB,0,0,0,0,3,0,0,0,0,3,3,3
PHLDA1,0,0,0,0,3,0,0,0,0,3,3,3
PHYH,1,1,0,0,1,0,0,0,0,3,3,3
PI4K2B,0,0,0,0,3,0,0,0,0,3,3,3
PICK1,0,0,0,0,2,0,0,1,0,3,3,3
PIEZO2,0,1,0,0,2,0,0,0,0,3,3,3
PIGA,0,0,0,0,3,0,0,0,0,3,3,3
PIGZ,1,0,0,0,2,0,0,0,0,3,3,3
PIH1D1,0,0,0,0,2,0,0,0,1,3,3,3
PIK3IP1,0,0,0,0,3,0,0,0,0,3,3,3
PINX1,0,1,0,0,2,0,0,0,0,3,3,3
PIP5K1C,0,0,0,0,3,0,0,0,0,3,3,3
PITPNC1,0,0,0,0,2,1,0,0,0,3,3,3
PLBD1,0,0,0,0,3,0,0,0,0,3,3,3
PLBD2,0,0,0,0,3,0,0,0,0,3,3,3
PLCXD1,0,0,0,0,3,0,0,0,0,3,3,3
PLD4,0,0,0,0,2,1,0,0,0,3,3,3
PLEKHB2,0,0,0,0,3,0,0,0,0,3,3,3
PLEKHF2,1,0,0,0,2,0,0,0,0,3,3,3
PLEKHG3,0,0,0,0,3,0,0,0,0,3,3,3
PLEKHG7,0,0,0,0,3,0,0,0,0,3,3,3
PLEKHH3,0,0,0,0,1,1,0,1,0,3,3,3
PLEKHM3,0,0,0,0,1,2,0,0,0,3,3,3
PLIN5,1,0,0,0,1,1,0,0,0,3,3,3
PLOD2,0,0,0,0,2,1,0,0,0,3,3,3
PLPP1,0,0,0,0,2,1,0,0,0,3,3,3
PLPPR1,0,0,0,0,3,0,0,0,0,3,3,3
PLPPR2,1,0,0,0,1,0,0,1,0,3,3,3
PLPPR5,0,0,0,0,3,0,0,0,0,3,3,3
PLRG1,0,0,0,0,3,0,0,0,0,3,3,3
PLS1,0,0,0,0,3,0,0,0,0,3,3,3
PLSCR2,0,0,0,0,3,0,0,0,0,3,3,3
PLXNB3,0,0,0,0,3,0,0,0,0,3,3,3
PNCK,0,0,0,0,2,0,0,1,0,3,3,3
PNLIP,0,0,0,0,3,0,0,0,0,3,3,3
PNLIPRP2,0,0,0,0,3,0,0,0,0,3,3,3
PNLIPRP3,0,0,0,0,2,1,0,0,0,3,3,3
PNMA5,0,0,0,0,3,0,0,0,0,3,3,3
PNMA8B,0,0,1,0,2,0,0,0,0,3,3,3
PNPLA6,0,0,0,0,3,0,0,0,0,3,3,3
PNRC1,1,0,0,0,1,0,1,0,0,3,3,3
POLA2,0,0,0,0,3,0,0,0,0,3,3,3
POLG2,0,0,0,0,2,1,0,0,0,3,3,3
POLK,0,0,0,0,3,0,0,0,0,3,3,3
POLM,0,0,0,0,2,1,0,0,0,3,3,3
POLR1C,0,0,0,0,2,1,0,0,0,3,3,3
POLR3E,0,0,0,0,2,1,0,0,0,3,3,3
POM121L12,0,0,0,0,3,0,0,0,0,3,3,3
POMP,0,0,0,0,3,0,0,0,0,3,3,3
PORCN,0,0,0,0,3,0,0,0,0,3,3,3
POU5F1,1,0,0,0,2,0,0,0,0,3,3,3
PPID,0,0,0,0,2,1,0,0,0,3,3,3
PPIL2,1,0,0,0,2,0,0,0,0,3,3,3
PPM1F,0,0,0,0,3,0,0,0,0,3,3,3
PPM1H,0,0,0,0,3,0,0,0,0,3,3,3
PPM1J,0,0,0,0,3,0,0,0,0,3,3,3
PPME1,0,0,0,0,3,0,0,0,0,3,3,3
PPOX,0,0,0,0,3,0,0,0,0,3,3,3
PPP1R17,0,0,0,0,3,0,0,0,0,3,3,3
PPP1R3B,0,0,1,0,1,1,0,0,0,3,3,3
PPP1R3C,1,0,1,0,1,0,0,0,0,3,3,3
PPP2R1A,0,0,0,0,3,0,0,0,0,3,3,3
PPP5C,0,0,0,0,3,0,0,0,0,3,3,3
PPWD1,0,0,0,0,2,1,0,0,0,3,3,3
PRAME,0,0,0,0,2,1,0,0,0,3,3,3
PRAMEF12,0,0,0,0,2,1,0,0,0,3,3,3
PRAMEF19,0,0,0,0,2,1,0,0,0,3,3,3
PRAMEF7,0,0,0,0,3,0,0,0,0,3,3,3
PRB3,0,0,0,0,1,2,0,0,0,3,3,3
PRCC,0,0,0,0,3,0,0,0,0,3,3,3
PRCP,0,0,0,0,2,1,0,0,0,3,3,3
PRDM15,0,1,0,0,2,0,0,0,0,3,3,3
PRDM16,0,0,0,0,3,0,0,0,0,3,3,3
PRDM8,0,0,0,0,3,0,0,0,0,3,3,3
PRDX5,0,0,0,0,3,0,0,0,0,3,3,3
PRF1,0,0,0,0,3,0,0,0,0,3,3,3
PRICKLE4,0,0,0,0,3,0,0,0,0,3,3,3
PRIMPOL,0,0,0,0,2,1,0,0,0,3,3,3
PRKAB1,0,1,0,0,2,0,0,0,0,3,3,3
PRKAG2,0,0,0,0,2,0,0,1,0,3,3,3
PRKAR2A,0,0,0,0,2,1,0,0,0,3,3,3
PRKCSH,0,0,0,0,3,0,0,0,0,3,3,3
PRMT2,0,0,0,0,2,1,0,0,0,3,3,3
PRMT8,0,0,0,0,3,0,0,0,0,3,3,3
PRORP,0,0,0,0,3,0,0,0,0,3,3,3
PRPF38A,0,0,0,0,3,0,0,0,0,3,3,3
PRPSAP2,0,0,0,0,3,0,0,0,0,3,3,3
PRR11,1,0,0,0,2,0,0,0,0,3,3,3
PRR23B,0,0,0,0,3,0,0,0,0,3,3,3
PRRT3,0,0,0,0,3,0,0,0,0,3,3,3
PRSS36,0,0,0,0,3,0,0,0,0,3,3,3
PRSS54,0,0,0,0,3,0,0,0,0,3,3,3
PSEN2,0,0,0,0,3,0,0,0,0,3,3,3
PSG4,0,0,0,0,3,0,0,0,0,3,3,3
PSG7,0,0,0,0,3,0,0,0,0,3,3,3
PSG9,0,0,0,0,3,0,0,0,0,3,3,3
PSMC6,0,0,0,0,2,1,0,0,0,3,3,3
PSMD12,0,0,0,0,3,0,0,0,0,3,3,3
PSMD3,0,0,0,0,2,1,0,0,0,3,3,3
PTAR1,0,0,0,0,3,0,0,0,0,3,3,3
PTCH2,0,0,0,0,3,0,0,0,0,3,3,3
PTGDR,0,0,0,0,3,0,0,0,0,3,3,3
PTGDS,0,0,0,0,3,0,0,0,0,3,3,3
PTGER2,0,0,0,0,2,0,0,1,0,3,3,3
PTGES3,0,0,0,0,2,1,0,0,0,3,3,3
PTGES3L-AARSD1,0,0,0,0,3,0,0,0,0,3,3,3
PTGFRN,0,0,0,0,3,0,0,0,0,3,3,3
PTN,0,0,0,0,3,0,0,0,0,3,3,3
PTPN11,0,0,0,0,2,1,0,0,0,3,3,3
PTPN5,0,0,0,0,3,0,0,0,0,3,3,3
PTPN7,0,0,0,0,3,0,0,0,0,3,3,3
PUM1,0,0,0,0,3,0,0,0,0,3,3,3
PUS1,0,0,0,0,3,0,0,0,0,3,3,3
PUS7L,0,0,0,0,2,1,0,0,0,3,3,3
PWWP2A,0,0,0,0,2,1,0,0,0,3,3,3
PXK,0,0,0,0,2,1,0,0,0,3,3,3
PXMP4,0,0,0,0,3,0,0,0,0,3,3,3
PYGL,0,0,0,0,3,0,0,0,0,3,3,3
QRICH1,0,0,0,0,2,0,1,0,0,3,3,3
QTRT2,0,0,0,0,3,0,0,0,0,3,3,3
RAB11A,0,0,0,0,1,2,0,0,0,3,3,3
RAB11FIP2,0,0,0,0,3,0,0,0,0,3,3,3
RAB13,0,0,0,0,3,0,0,0,0,3,3,3
RAB37,0,0,0,0,2,0,0,1,0,3,3,3
RAB40AL,0,0,0,0,3,0,0,0,0,3,3,3
RABGEF1,1,0,0,0,2,0,0,0,0,3,3,3
RABGGTA,0,0,0,0,3,0,0,0,0,3,3,3
RABL2B,0,0,0,0,3,0,0,0,0,3,3,3
RACGAP1,0,0,0,0,2,1,0,0,0,3,3,3
RACK1,0,0,0,0,3,0,0,0,0,3,3,3
RAD51AP1,0,0,0,0,3,0,0,0,0,3,3,3
RALGDS,0,0,0,0,3,0,0,0,0,3,3,3
RALYL,0,0,0,0,2,1,0,0,0,3,3,3
RANBP3,0,0,0,0,3,0,0,0,0,3,3,3
RANBP3L,0,0,0,0,2,1,0,0,0,3,3,3
RAP1A,0,0,0,0,2,0,0,1,0,3,3,3
RASGRP1,0,0,0,0,3,0,0,0,0,3,3,3
RASSF2,1,0,0,0,1,0,0,1,0,3,3,3
RBBP5,0,0,0,0,2,1,0,0,0,3,3,3
RBBP9,0,0,0,0,2,1,0,0,0,3,3,3
RBM10,0,0,0,0,3,0,0,0,0,3,3,3
RBM11,0,0,0,0,3,0,0,0,0,3,3,3
RBM15B,0,0,0,0,3,0,0,0,0,3,3,3
RBM41,0,0,0,0,1,1,0,1,0,3,3,3
RBM42,1,0,0,0,2,0,0,0,0,3,3,3
RBM47,0,0,0,0,2,1,0,0,0,3,3,3
RBMXL1,0,0,0,0,3,0,0,0,0,3,3,3
RCC1L,0,0,0,0,1,1,0,1,0,3,3,3
RDH11,0,0,0,0,2,1,0,0,0,3,3,3
RDH5,1,1,0,0,1,0,0,0,0,3,3,3
REG3A,0,0,0,0,3,0,0,0,0,3,3,3
REN,0,0,0,0,2,1,0,0,0,3,3,3
REPS1,1,0,0,0,2,0,0,0,0,3,3,3
RETREG1,0,0,0,0,3,0,0,0,0,3,3,3
REXO1,2,0,0,0,1,0,0,0,0,3,3,3
RFC4,0,0,1,0,1,0,0,1,0,3,3,3
RFPL1,0,0,0,0,3,0,0,0,0,3,3,3
RFPL2,0,0,0,0,2,1,0,0,0,3,3,3
RGL1,1,0,0,0,1,1,0,0,0,3,3,3
RGL2,1,0,0,0,2,0,0,0,0,3,3,3
RGS16,0,0,0,0,3,0,0,0,0,3,3,3
RGS5,0,0,0,0,2,0,0,1,0,3,3,3
RGS8,0,0,0,0,3,0,0,0,0,3,3,3
RHOBTB1,1,0,0,0,2,0,0,0,0,3,3,3
RHOXF2B,0,0,0,0,3,0,0,0,0,3,3,3
RIC3,0,0,1,0,2,0,0,0,0,3,3,3
RIOK2,1,0,0,0,2,0,0,0,0,3,3,3
RIOX1,0,0,0,0,2,1,0,0,0,3,3,3
RLBP1,0,0,0,0,3,0,0,0,0,3,3,3
RNF113B,0,0,0,0,3,0,0,0,0,3,3,3
RNF13,1,0,0,0,2,0,0,0,0,3,3,3
RNF135,0,0,0,0,3,0,0,0,0,3,3,3
RNF157,0,0,0,0,3,0,0,0,0,3,3,3
RNF217,0,0,0,0,1,2,0,0,0,3,3,3
RNF220,0,0,0,0,2,1,0,0,0,3,3,3
RNF34,0,0,0,0,3,0,0,0,0,3,3,3
RNF41,0,0,0,0,2,1,0,0,0,3,3,3
RNGTT,0,0,0,0,2,0,0,1,0,3,3,3
RNLS,0,0,1,0,2,0,0,0,0,3,3,3
RNPS1,0,0,0,0,2,0,0,1,0,3,3,3
RORB,0,0,0,0,3,0,0,0,0,3,3,3
RPAP1,0,0,0,0,2,1,0,0,0,3,3,3
RPE65,1,0,0,0,1,1,0,0,0,3,3,3
RPH3AL,1,0,0,0,0,2,0,0,0,3,3,3
RPL13A,0,0,0,0,3,0,0,0,0,3,3,3
RPL26,0,0,0,0,2,1,0,0,0,3,3,3
RPL3L,0,0,0,0,3,0,0,0,0,3,3,3
RPL5,1,0,0,0,2,0,0,0,0,3,3,3
RPP40,0,0,0,0,3,0,0,0,0,3,3,3
RPS6KA1,0,0,0,0,3,0,0,0,0,3,3,3
RPUSD3,0,0,0,0,3,0,0,0,0,3,3,3
RPUSD4,0,0,0,0,3,0,0,0,0,3,3,3
RRP12,0,0,0,0,3,0,0,0,0,3,3,3
RS1,0,0,0,0,3,0,0,0,0,3,3,3
RSPH1,0,0,0,0,3,0,0,0,0,3,3,3
RSPH10B,0,0,0,0,3,0,0,0,0,3,3,3
RSPH3,0,0,0,0,3,0,0,0,0,3,3,3
RSPH6A,0,0,0,0,2,1,0,0,0,3,3,3
RTEL1,1,0,0,0,1,1,0,0,0,3,3,3
RTL8A,0,0,0,0,3,0,0,0,0,3,3,3
RTN1,1,0,1,0,1,0,0,0,0,3,3,3
RUBCNL,0,0,0,0,3,0,0,0,0,3,3,3
RUNDC1,1,0,0,0,2,0,0,0,0,3,3,3
RUSC1,1,0,0,0,2,0,0,0,0,3,3,3
RWDD2A,0,0,0,0,3,0,0,0,0,3,3,3
RXFP4,0,0,0,0,3,0,0,0,0,3,3,3
SAAL1,0,0,0,0,1,0,0,2,0,3,3,3
SAFB,0,0,0,0,3,0,0,0,0,3,3,3
SALL2,0,0,0,0,3,0,0,0,0,3,3,3
SAMSN1,0,0,0,0,3,0,0,0,0,3,3,3
SAP130,0,0,1,0,2,0,0,0,0,3,3,3
SARDH,0,0,0,0,3,0,0,0,0,3,3,3
SART1,0,0,0,0,2,1,0,0,0,3,3,3
SAT1,0,0,0,0,3,0,0,0,0,3,3,3
SATL1,0,0,0,0,3,0,0,0,0,3,3,3
SAV1,1,0,0,0,1,1,0,0,0,3,3,3
SBSPON,0,0,0,0,2,1,0,0,0,3,3,3
SCAP,0,0,0,0,3,0,0,0,0,3,3,3
SCARA3,0,0,0,0,3,0,0,0,0,3,3,3
SCARA5,0,0,0,0,2,0,0,1,0,3,3,3
SCD,0,0,0,0,3,0,0,0,0,3,3,3
SCD5,0,0,0,0,3,0,0,0,0,3,3,3
SCN2B,1,0,1,0,1,0,0,0,0,3,3,3
SCN3B,0,0,0,0,3,0,0,0,0,3,3,3
SCPEP1,0,0,0,0,2,0,0,1,0,3,3,3
SCRN3,0,0,0,0,3,0,0,0,0,3,3,3
SDC2,0,0,0,0,3,0,0,0,0,3,3,3
SDCBP2,0,0,0,0,2,1,0,0,0,3,3,3
SDE2,0,0,0,0,3,0,0,0,0,3,3,3
SDHA,0,0,0,0,2,0,0,1,0,3,3,3
SEC14L3,0,0,0,0,2,0,0,0,1,3,3,3
SEC14L5,1,1,0,0,1,0,0,0,0,3,3,3
SEC23A,0,0,0,0,3,0,0,0,0,3,3,3
SEC63,0,0,0,0,3,0,0,0,0,3,3,3
SEL1L,0,0,0,0,2,0,0,1,0,3,3,3
SEMA3G,1,0,0,0,2,0,0,0,0,3,3,3
SEMA4B,0,0,0,0,3,0,0,0,0,3,3,3
SEMA4C,0,0,0,0,3,0,0,0,0,3,3,3
SEMA4G,0,0,0,0,3,0,0,0,0,3,3,3
SEMA7A,0,1,0,0,2,0,0,0,0,3,3,3
SENP2,0,0,0,0,2,1,0,0,0,3,3,3
SEPTIN1,1,0,0,0,2,0,0,0,0,3,3,3
SEPTIN5,0,0,1,0,2,0,0,0,0,3,3,3
SEPTIN7,0,0,0,0,3,0,0,0,0,3,3,3
SERINC1,0,0,1,0,2,0,0,0,0,3,3,3
SERPINB11,0,0,0,0,3,0,0,0,0,3,3,3
SERPINB12,1,0,0,0,2,0,0,0,0,3,3,3
SERPINF2,0,0,0,0,3,0,0,0,0,3,3,3
SERPINI2,0,0,0,0,2,0,0,1,0,3,3,3
SERTAD3,0,0,0,0,3,0,0,0,0,3,3,3
SETMAR,1,0,0,0,2,0,0,0,0,3,3,3
SF1,0,0,0,0,3,0,0,0,0,3,3,3
SFPQ,1,0,0,0,2,0,0,0,0,3,3,3
SFXN5,0,0,0,0,2,0,0,1,0,3,3,3
SGPL1,0,0,0,0,2,1,0,0,0,3,3,3
SGPP1,0,0,0,0,3,0,0,0,0,3,3,3
SH3BP5,0,0,0,0,3,0,0,0,0,3,3,3
SH3D21,0,0,0,0,2,1,0,0,0,3,3,3
SH3GLB2,0,0,0,0,3,0,0,0,0,3,3,3
SHANK3,0,0,0,0,3,0,0,0,0,3,3,3
SHARPIN,1,0,0,0,2,0,0,0,0,3,3,3
SHC1,0,0,0,0,2,1,0,0,0,3,3,3
SHC2,0,0,0,0,3,0,0,0,0,3,3,3
SHLD1,0,0,0,0,2,1,0,0,0,3,3,3
SIGLEC11,0,0,0,0,3,0,0,0,0,3,3,3
SIGLEC5,0,0,0,0,3,0,0,0,0,3,3,3
SIL1,0,0,0,0,2,0,0,1,0,3,3,3
SIPA1,0,0,1,0,2,0,0,0,0,3,3,3
SIX1,0,0,0,0,2,1,0,0,0,3,3,3
SKA3,0,0,0,0,3,0,0,0,0,3,3,3
SKP2,0,0,0,0,2,1,0,0,0,3,3,3
SLAMF6,0,0,0,0,3,0,0,0,0,3,3,3
SLC10A2,0,0,0,0,2,0,0,1,0,3,3,3
SLC10A6,0,0,0,0,3,0,0,0,0,3,3,3
SLC12A1,0,0,0,0,2,0,0,1,0,3,3,3
SLC12A3,0,0,0,0,3,0,0,0,0,3,3,3
SLC12A8,0,0,0,0,3,0,0,0,0,3,3,3
SLC13A4,0,0,0,0,3,0,0,0,0,3,3,3
SLC13A5,0,1,0,0,2,0,0,0,0,3,3,3
SLC16A4,0,0,0,0,3,0,0,0,0,3,3,3
SLC16A5,1,0,1,0,1,0,0,0,0,3,3,3
SLC17A3,0,0,0,0,3,0,0,0,0,3,3,3
SLC18A1,0,0,0,0,2,1,0,0,0,3,3,3
SLC18B1,0,1,0,0,2,0,0,0,0,3,3,3
SLC1A2,0,0,0,0,3,0,0,0,0,3,3,3
SLC1A3,0,0,0,0,2,1,0,0,0,3,3,3
SLC22A4,1,0,0,0,2,0,0,0,0,3,3,3
SLC22A9,0,0,0,0,2,0,0,1,0,3,3,3
SLC25A10,0,0,0,0,2,0,0,1,0,3,3,3
SLC25A14,0,0,0,0,3,0,0,0,0,3,3,3
SLC25A15,0,0,0,0,3,0,0,0,0,3,3,3
SLC25A20,0,0,0,0,2,1,0,0,0,3,3,3
SLC25A31,0,0,0,0,2,1,0,0,0,3,3,3
SLC25A4,0,0,0,0,3,0,0,0,0,3,3,3
SLC25A43,1,0,0,0,2,0,0,0,0,3,3,3
SLC25A53,0,1,0,0,2,0,0,0,0,3,3,3
SLC26A6,0,0,0,0,2,0,0,1,0,3,3,3
SLC27A1,0,0,0,0,3,0,0,0,0,3,3,3
SLC27A5,0,0,0,0,2,0,0,1,0,3,3,3
SLC28A1,0,0,0,0,3,0,0,0,0,3,3,3
SLC28A2,0,0,0,0,2,1,0,0,0,3,3,3
SLC29A3,1,0,0,0,2,0,0,0,0,3,3,3
SLC2A10,0,0,0,0,3,0,0,0,0,3,3,3
SLC2A3,0,0,0,0,3,0,0,0,0,3,3,3
SLC30A3,1,0,0,0,2,0,0,0,0,3,3,3
SLC30A4,0,0,0,0,2,1,0,0,0,3,3,3
SLC30A6,1,0,0,0,1,1,0,0,0,3,3,3
SLC34A3,1,0,0,0,1,1,0,0,0,3,3,3
SLC35A2,1,0,0,0,2,0,0,0,0,3,3,3
SLC35B4,0,0,0,0,3,0,0,0,0,3,3,3
SLC35F4,0,0,0,0,3,0,0,0,0,3,3,3
SLC37A1,0,0,0,0,3,0,0,0,0,3,3,3
SLC37A4,1,0,0,0,2,0,0,0,0,3,3,3
SLC38A1,0,0,0,0,2,1,0,0,0,3,3,3
SLC38A2,0,0,0,0,3,0,0,0,0,3,3,3
SLC38A3,1,0,0,0,2,0,0,0,0,3,3,3
SLC38A5,0,0,0,0,3,0,0,0,0,3,3,3
SLC39A1,1,0,0,0,2,0,0,0,0,3,3,3
SLC39A14,0,0,0,0,3,0,0,0,0,3,3,3
SLC39A4,0,0,0,0,3,0,0,0,0,3,3,3
SLC45A4,0,0,0,0,3,0,0,0,0,3,3,3
SLC47A2,1,0,0,0,2,0,0,0,0,3,3,3
SLC4A9,1,0,0,0,0,2,0,0,0,3,3,3
SLC51B,0,0,0,0,2,1,0,0,0,3,3,3
SLC52A2,1,0,0,0,2,0,0,0,0,3,3,3
SLC5A11,0,0,0,0,3,0,0,0,0,3,3,3
SLC5A5,0,0,0,0,3,0,0,0,0,3,3,3
SLC5A9,0,0,0,0,3,0,0,0,0,3,3,3
SLC66A1,0,0,0,0,2,0,0,1,0,3,3,3
SLC6A13,0,0,0,0,3,0,0,0,0,3,3,3
SLC6A15,0,0,0,0,3,0,0,0,0,3,3,3
SLC6A18,1,0,0,0,2,0,0,0,0,3,3,3
SLC6A5,0,0,0,0,3,0,0,0,0,3,3,3
SLC6A9,0,0,0,0,2,0,0,1,0,3,3,3
SLC7A11,0,0,0,0,3,0,0,0,0,3,3,3
SLC7A14,0,0,0,0,3,0,0,0,0,3,3,3
SLC7A7,1,0,0,0,2,0,0,0,0,3,3,3
SLC9A4,1,0,0,0,2,0,0,0,0,3,3,3
SLC9A6,0,1,0,0,2,0,0,0,0,3,3,3
SLF1,0,0,0,0,3,0,0,0,0,3,3,3
SLF2,0,0,0,0,3,0,0,0,0,3,3,3
SLFN5,0,0,0,0,3,0,0,0,0,3,3,3
SLIT1,0,0,0,0,3,0,0,0,0,3,3,3
SLU7,0,0,0,0,2,1,0,0,0,3,3,3
SMAD1,0,0,0,0,3,0,0,0,0,3,3,3
SMAD9,0,0,0,0,3,0,0,0,0,3,3,3
SMARCAD1,1,0,0,0,2,0,0,0,0,3,3,3
SMARCD3,0,0,0,0,3,0,0,0,0,3,3,3
SMNDC1,0,0,0,0,3,0,0,0,0,3,3,3
SMPD1,1,0,0,0,2,0,0,0,0,3,3,3
SMYD5,1,0,0,0,2,0,0,0,0,3,3,3
SNAI3,1,0,0,0,2,0,0,0,0,3,3,3
SNAP47,0,0,0,0,3,0,0,0,0,3,3,3
SNAPC3,0,0,0,0,3,0,0,0,0,3,3,3
SNRNP35,0,0,0,0,1,2,0,0,0,3,3,3
SNRPN,0,0,0,0,2,1,0,0,0,3,3,3
SNW1,0,0,0,0,2,1,0,0,0,3,3,3
SNX17,0,0,0,0,3,0,0,0,0,3,3,3
SNX2,0,0,0,0,3,0,0,0,0,3,3,3
SNX32,0,0,0,0,3,0,0,0,0,3,3,3
SOCS7,0,0,0,0,3,0,0,0,0,3,3,3
SORBS3,0,0,0,0,3,0,0,0,0,3,3,3
SORT1,1,0,0,0,2,0,0,0,0,3,3,3
SOS1,0,0,0,0,2,1,0,0,0,3,3,3
SOX2,1,0,0,0,2,0,0,0,0,3,3,3
