Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,total,MutatedSamples,AlteredSamples
SP2,0,0,0,0,3,0,0,0,0,3,3,3
SPACA7,0,0,0,0,3,0,0,0,0,3,3,3
SPAG1,0,0,0,0,2,0,0,1,0,3,3,3
SPATA4,0,0,0,0,3,0,0,0,0,3,3,3
SPATA5L1,0,0,0,0,3,0,0,0,0,3,3,3
SPATA6,0,0,0,0,2,1,0,0,0,3,3,3
SPDL1,0,0,0,0,2,0,0,1,0,3,3,3
SPEM2,0,0,0,0,2,0,0,1,0,3,3,3
SPHK2,0,0,0,0,3,0,0,0,0,3,3,3
SPOCK1,0,0,0,0,3,0,0,0,0,3,3,3
SPP1,0,0,0,0,3,0,0,0,0,3,3,3
SPP2,0,0,0,0,3,0,0,0,0,3,3,3
SPRR2B,0,0,0,0,0,3,0,0,0,3,3,3
SPRY2,0,0,0,0,3,0,0,0,0,3,3,3
SPTLC1,0,0,0,0,3,0,0,0,0,3,3,3
SPTLC3,0,0,0,0,3,0,0,0,0,3,3,3
SQOR,1,0,0,0,2,0,0,0,0,3,3,3
SRD5A1,0,0,0,0,2,0,0,1,0,3,3,3
SREBF1,0,0,0,0,2,1,0,0,0,3,3,3
SRL,0,0,0,0,2,1,0,0,0,3,3,3
SRP68,0,0,0,0,1,1,0,1,0,3,3,3
SRPX,0,0,1,0,1,0,0,1,0,3,3,3
SRPX2,0,0,0,0,3,0,0,0,0,3,3,3
SRSF2,0,0,0,0,3,0,0,0,0,3,3,3
SRSF4,0,0,0,0,2,1,0,0,0,3,3,3
SSB,0,0,0,0,2,0,0,1,0,3,3,3
ST3GAL1,0,1,1,0,1,0,0,0,0,3,3,3
ST6GALNAC2,1,0,0,0,2,0,0,0,0,3,3,3
ST6GALNAC3,0,0,0,0,3,0,0,0,0,3,3,3
ST8SIA3,1,0,0,0,0,1,0,0,1,3,3,3
STAMBP,1,0,0,0,2,0,0,0,0,3,3,3
STARD3,0,0,0,0,2,1,0,0,0,3,3,3
STC1,0,0,0,0,2,0,0,1,0,3,3,3
STEAP2,0,0,0,0,3,0,0,0,0,3,3,3
STIM1,0,0,0,0,3,0,0,0,0,3,3,3
STIP1,0,0,0,0,3,0,0,0,0,3,3,3
STK16,0,0,0,0,2,0,0,1,0,3,3,3
STK25,0,0,0,0,3,0,0,0,0,3,3,3
STK40,0,0,0,0,3,0,0,0,0,3,3,3
STKLD1,0,0,0,0,3,0,0,0,0,3,3,3
STOX2,1,0,0,0,2,0,0,0,0,3,3,3
STRIP1,0,0,0,0,2,1,0,0,0,3,3,3
STRN,1,0,0,0,2,0,0,0,0,3,3,3
STRN3,0,0,1,0,1,1,0,0,0,3,3,3
STRN4,0,0,0,0,2,1,0,0,0,3,3,3
STX17,0,0,0,0,3,0,0,0,0,3,3,3
STX4,0,0,0,0,3,0,0,0,0,3,3,3
STX6,0,0,0,0,2,0,0,1,0,3,3,3
SUCLA2,0,0,0,0,3,0,0,0,0,3,3,3
SULT1C2,0,0,0,0,3,0,0,0,0,3,3,3
SULT1E1,0,0,0,0,3,0,0,0,0,3,3,3
SUPT7L,1,0,0,0,2,0,0,0,0,3,3,3
SURF6,0,0,0,0,3,0,0,0,0,3,3,3
SV2B,0,0,0,0,3,0,0,0,0,3,3,3
SWAP70,0,0,0,0,3,0,0,0,0,3,3,3
SYF2,0,0,0,0,3,0,0,0,0,3,3,3
SYNE4,0,0,0,0,3,0,0,0,0,3,3,3
SYNJ1,0,0,0,0,2,0,0,1,0,3,3,3
SYNPO2L,0,0,0,0,3,0,0,0,0,3,3,3
SYS1,0,0,0,0,3,0,0,0,0,3,3,3
SYT5,0,0,0,0,3,0,0,0,0,3,3,3
SYTL4,0,0,0,0,3,0,0,0,0,3,3,3
SYVN1,0,0,0,0,3,0,0,0,0,3,3,3
TAAR9,1,0,0,0,1,1,0,0,0,3,3,3
TAB2,0,1,0,0,2,0,0,0,0,3,3,3
TACC3,0,0,0,0,2,1,0,0,0,3,3,3
TACR1,0,0,0,0,3,0,0,0,0,3,3,3
TACR2,1,0,0,0,2,0,0,0,0,3,3,3
TADA2A,0,0,0,0,2,1,0,0,0,3,3,3
TAF1A,0,0,0,0,3,0,0,0,0,3,3,3
TAF1B,0,0,0,0,3,0,0,0,0,3,3,3
TAF6,0,0,0,0,3,0,0,0,0,3,3,3
TAF6L,0,0,0,0,3,0,0,0,0,3,3,3
TAP1,0,0,0,0,2,0,0,1,0,3,3,3
TAPT1,0,0,0,0,3,0,0,0,0,3,3,3
TAS1R1,0,0,0,0,3,0,0,0,0,3,3,3
TAS1R2,0,0,0,0,3,0,0,0,0,3,3,3
TAS2R3,1,0,1,0,1,0,0,0,0,3,3,3
TATDN2,0,0,0,0,2,1,0,0,0,3,3,3
TATDN3,0,0,0,0,3,0,0,0,0,3,3,3
TAX1BP1,0,0,0,0,3,0,0,0,0,3,3,3
TBC1D19,0,0,0,0,3,0,0,0,0,3,3,3
TBC1D22A,1,0,0,0,2,0,0,0,0,3,3,3
TBC1D24,0,0,0,0,2,1,0,0,0,3,3,3
TBCEL,0,0,0,0,3,0,0,0,0,3,3,3
TBCK,0,0,0,0,3,0,0,0,0,3,3,3
TBKBP1,0,0,0,0,2,1,0,0,0,3,3,3
TBX4,0,0,0,0,2,1,0,0,0,3,3,3
TCEA1,0,0,0,0,3,0,0,0,0,3,3,3
TCEAL2,0,0,0,0,3,0,0,0,0,3,3,3
TCERG1L,0,1,0,0,2,0,0,0,0,3,3,3
TCF25,0,0,0,0,3,0,0,0,0,3,3,3
TCN2,0,0,0,0,3,0,0,0,0,3,3,3
TCTN1,0,0,0,0,3,0,0,0,0,3,3,3
TCTN2,0,0,0,0,2,1,0,0,0,3,3,3
TDO2,0,0,0,0,3,0,0,0,0,3,3,3
TDRD10,0,0,0,0,2,1,0,0,0,3,3,3
TEAD1,0,0,0,0,2,1,0,0,0,3,3,3
TEAD2,1,0,0,0,2,0,0,0,0,3,3,3
TEKT2,0,0,0,0,2,0,0,1,0,3,3,3
TENT4A,0,0,0,0,3,0,0,0,0,3,3,3
TENT4B,0,0,1,0,2,0,0,0,0,3,3,3
TERF2IP,1,0,0,0,2,0,0,0,0,3,3,3
TESK2,0,0,0,0,3,0,0,0,0,3,3,3
TEX26,0,0,0,0,2,1,0,0,0,3,3,3
TEX35,0,0,0,0,3,0,0,0,0,3,3,3
TEX9,0,0,0,0,2,1,0,0,0,3,3,3
TFAP2B,0,0,0,0,3,0,0,0,0,3,3,3
TFAP2C,0,0,0,0,3,0,0,0,0,3,3,3
TFCP2L1,0,0,0,0,3,0,0,0,0,3,3,3
TFEC,0,0,0,0,2,1,0,0,0,3,3,3
TFG,0,0,0,0,2,1,0,0,0,3,3,3
TFPI,0,0,0,0,2,0,0,1,0,3,3,3
TFPI2,1,0,0,0,2,0,0,0,0,3,3,3
TGIF2,0,0,0,0,2,0,0,1,0,3,3,3
TGM4,0,0,0,0,3,0,0,0,0,3,3,3
THAP7,0,0,0,0,3,0,0,0,0,3,3,3
THNSL2,1,0,0,0,2,0,0,0,0,3,3,3
THOP1,0,0,0,0,3,0,0,0,0,3,3,3
THSD1,0,0,0,0,3,0,0,0,0,3,3,3
TICAM1,1,0,0,0,1,1,0,0,0,3,3,3
TIGIT,0,0,0,0,3,0,0,0,0,3,3,3
TIMM8A,0,0,1,0,2,0,0,0,0,3,3,3
TINAGL1,1,0,0,0,2,0,0,0,0,3,3,3
TKT,0,0,0,0,3,0,0,0,0,3,3,3
TKTL1,0,0,0,0,3,0,0,0,0,3,3,3
TKTL2,0,0,0,0,2,1,0,0,0,3,3,3
TLE1,0,0,0,0,3,0,0,0,0,3,3,3
TLR9,1,0,0,0,2,0,0,0,0,3,3,3
TM6SF2,0,0,0,0,3,0,0,0,0,3,3,3
TM9SF4,0,0,0,0,2,0,0,1,0,3,3,3
TMC4,0,0,0,0,3,0,0,0,0,3,3,3
TMCO1,0,0,0,0,3,0,0,0,0,3,3,3
TMCO4,0,0,0,0,3,0,0,0,0,3,3,3
TMCO6,0,0,0,0,3,0,0,0,0,3,3,3
TMED2,0,0,0,0,3,0,0,0,0,3,3,3
TMED8,0,0,0,0,3,0,0,0,0,3,3,3
TMEM106B,0,0,0,0,2,0,0,1,0,3,3,3
TMEM108,0,0,0,0,2,0,0,1,0,3,3,3
TMEM120A,1,0,0,0,2,0,0,0,0,3,3,3
TMEM120B,0,0,0,0,3,0,0,0,0,3,3,3
TMEM150C,0,0,0,0,3,0,0,0,0,3,3,3
TMEM161A,0,0,0,0,3,0,0,0,0,3,3,3
TMEM169,0,0,0,0,3,0,0,0,0,3,3,3
TMEM171,0,0,0,0,3,0,0,0,0,3,3,3
TMEM192,0,0,0,0,2,1,0,0,0,3,3,3
TMEM200C,0,0,0,0,3,0,0,0,0,3,3,3
TMEM204,1,0,0,0,1,1,0,0,0,3,3,3
TMEM260,0,0,0,0,3,0,0,0,0,3,3,3
TMEM38B,1,0,0,0,2,0,0,0,0,3,3,3
TMEM53,0,0,0,0,3,0,0,0,0,3,3,3
TMEM59L,0,0,0,0,3,0,0,0,0,3,3,3
TMEM63C,0,0,0,0,3,0,0,0,0,3,3,3
TMEM79,0,0,0,0,3,0,0,0,0,3,3,3
TMEM80,1,0,0,0,2,0,0,0,0,3,3,3
TMEM97,3,0,0,0,0,0,0,0,0,3,3,3
TMIGD2,0,0,0,0,1,2,0,0,0,3,3,3
TMOD4,0,0,0,0,2,1,0,0,0,3,3,3
TMPRSS4,0,0,0,0,3,0,0,0,0,3,3,3
TMX1,0,0,0,0,2,1,0,0,0,3,3,3
TMX3,0,0,0,0,3,0,0,0,0,3,3,3
TNFAIP6,0,0,0,0,2,1,0,0,0,3,3,3
TNFRSF10D,2,0,0,0,1,0,0,0,0,3,3,3
TNFRSF1A,0,0,0,0,2,1,0,0,0,3,3,3
TNK2,0,0,0,0,1,1,1,0,0,3,3,3
TNNT3,0,0,0,1,1,0,0,1,0,3,3,3
TONSL,0,0,0,0,2,0,0,1,0,3,3,3
TOP3B,0,0,0,0,3,0,0,0,0,3,3,3
TOR1A,0,0,0,0,2,1,0,0,0,3,3,3
TOX,0,0,0,0,2,0,0,1,0,3,3,3
TOX3,0,0,0,0,3,0,0,0,0,3,3,3
TP53INP1,0,0,0,0,3,0,0,0,0,3,3,3
TP53TG5,0,0,0,0,2,0,0,1,0,3,3,3
TPCN2,1,0,0,0,2,0,0,0,0,3,3,3
TPH1,0,0,0,0,3,0,0,0,0,3,3,3
TPH2,0,0,0,0,3,0,0,0,0,3,3,3
TPSD1,0,0,0,0,3,0,0,0,0,3,3,3
TPST2,1,2,0,0,0,0,0,0,0,3,3,3
TRAF1,0,0,0,0,3,0,0,0,0,3,3,3
TRAP1,0,0,0,0,3,0,0,0,0,3,3,3
TRBV29-1,0,0,0,0,2,1,0,0,0,3,3,3
TRBV5-1,0,0,0,0,3,0,0,0,0,3,3,3
TREM1,0,0,0,0,3,0,0,0,0,3,3,3
TRH,1,0,0,0,2,0,0,0,0,3,3,3
TRIB1,0,0,0,0,3,0,0,0,0,3,3,3
TRIL,0,0,0,0,3,0,0,0,0,3,3,3
TRIM2,0,0,0,0,3,0,0,0,0,3,3,3
TRIM26,0,0,0,0,3,0,0,0,0,3,3,3
TRIM29,0,0,0,0,3,0,0,0,0,3,3,3
TRIM3,0,0,0,0,3,0,0,0,0,3,3,3
TRIM35,0,0,0,0,2,1,0,0,0,3,3,3
TRIM36,1,0,0,0,2,0,0,0,0,3,3,3
TRIM43,0,0,0,0,2,1,0,0,0,3,3,3
TRIM5,0,0,1,0,2,0,0,0,0,3,3,3
TRIM56,0,0,0,0,3,0,0,0,0,3,3,3
TRIM59,0,0,0,0,2,1,0,0,0,3,3,3
TRIM6-TRIM34,0,0,0,0,2,1,0,0,0,3,3,3
TRIM65,0,0,0,0,3,0,0,0,0,3,3,3
TRIP4,0,0,0,0,3,0,0,0,0,3,3,3
TRIP6,1,0,0,0,2,0,0,0,0,3,3,3
TRMT112,0,0,0,0,3,0,0,0,0,3,3,3
TRMT12,0,0,0,0,2,1,0,0,0,3,3,3
TRMT13,0,0,0,0,3,0,0,0,0,3,3,3
TRMT5,0,0,0,0,1,2,0,0,0,3,3,3
TRPC4AP,0,0,1,0,2,0,0,0,0,3,3,3
TSC22D2,0,0,0,0,2,1,0,0,0,3,3,3
TSC22D3,0,0,0,0,3,0,0,0,0,3,3,3
TSEN2,0,0,0,0,3,0,0,0,0,3,3,3
TSGA13,0,0,0,0,3,0,0,0,0,3,3,3
TSKS,0,0,0,0,3,0,0,0,0,3,3,3
TSNAXIP1,0,0,0,0,2,1,0,0,0,3,3,3
TSPYL1,0,0,0,0,3,0,0,0,0,3,3,3
TTC25,0,0,0,0,1,2,0,0,0,3,3,3
TTC26,0,0,0,0,3,0,0,0,0,3,3,3
TTC38,0,0,0,0,3,0,0,0,0,3,3,3
TTC9C,0,0,0,0,3,0,0,0,0,3,3,3
TTF1,0,0,0,0,2,1,0,0,0,3,3,3
TTLL1,0,0,0,0,3,0,0,0,0,3,3,3
TTLL8,1,0,0,0,1,1,0,0,0,3,3,3
TTPA,0,0,0,0,3,0,0,0,0,3,3,3
TUBA1B,0,0,0,0,3,0,0,0,0,3,3,3
TUBA3D,0,0,0,0,3,0,0,0,0,3,3,3
TUBA3E,0,0,1,0,2,0,0,0,0,3,3,3
TUBAL3,0,0,0,0,3,0,0,0,0,3,3,3
TUBB8,0,0,0,0,3,0,0,0,0,3,3,3
TUBE1,1,0,0,0,2,0,0,0,0,3,3,3
TVP23A,3,0,0,0,0,0,0,0,0,3,3,3
TVP23C,0,0,0,0,3,0,0,0,0,3,3,3
TWF1,0,0,0,0,3,0,0,0,0,3,3,3
TXK,0,0,0,0,2,0,0,1,0,3,3,3
TXLNA,0,0,0,0,3,0,0,0,0,3,3,3
TXLNG,0,0,0,0,2,1,0,0,0,3,3,3
TXNDC2,0,0,0,0,3,0,0,0,0,3,3,3
TXNIP,0,0,0,0,2,1,0,0,0,3,3,3
TXNL1,0,0,0,0,3,0,0,0,0,3,3,3
TYRO3,0,0,0,0,3,0,0,0,0,3,3,3
UAP1,0,0,0,0,3,0,0,0,0,3,3,3
UBA5,0,0,0,0,2,1,0,0,0,3,3,3
UBAC2,0,0,0,0,3,0,0,0,0,3,3,3
UBAP1,0,0,0,0,3,0,0,0,0,3,3,3
UBASH3B,0,0,0,0,2,0,0,1,0,3,3,3
UBE2Z,0,0,0,0,3,0,0,0,0,3,3,3
UBLCP1,0,0,0,0,2,1,0,0,0,3,3,3
UBN1,0,0,0,0,3,0,0,0,0,3,3,3
UCK2,0,0,0,0,2,1,0,0,0,3,3,3
UGT1A9,1,0,0,0,1,1,0,0,0,3,3,3
UIMC1,0,0,0,0,2,0,0,1,0,3,3,3
ULBP1,0,0,0,0,3,0,0,0,0,3,3,3
ULK3,0,0,0,0,3,0,0,0,0,3,3,3
UMOD,0,1,0,0,2,0,0,0,0,3,3,3
UNC119B,0,0,0,0,3,0,0,0,0,3,3,3
UNC45A,0,0,0,0,3,0,0,0,0,3,3,3
UNC50,1,0,0,0,2,0,0,0,0,3,3,3
UNC93A,0,0,0,0,3,0,0,0,0,3,3,3
UNKL,1,0,0,0,1,1,0,0,0,3,3,3
UPF1,0,0,0,0,3,0,0,0,0,3,3,3
UPF3A,1,0,0,0,2,0,0,0,0,3,3,3
UQCR10,0,0,0,0,1,2,0,0,0,3,3,3
UQCRC1,0,0,1,0,2,0,0,0,0,3,3,3
UQCRC2,0,0,0,0,3,0,0,0,0,3,3,3
UROC1,0,0,0,0,3,0,0,0,0,3,3,3
USE1,0,0,0,0,2,1,0,0,0,3,3,3
USH1G,0,0,0,0,3,0,0,0,0,3,3,3
USHBP1,0,0,0,0,3,0,0,0,0,3,3,3
USP16,1,1,0,0,1,0,0,0,0,3,3,3
USP19,1,0,0,0,2,0,0,0,0,3,3,3
USP38,0,0,0,0,2,1,0,0,0,3,3,3
USP43,1,0,0,0,2,0,0,0,0,3,3,3
USP49,0,0,0,0,2,1,0,0,0,3,3,3
UTP3,0,0,0,0,3,0,0,0,0,3,3,3
UVRAG,0,0,0,0,1,2,0,0,0,3,3,3
UXS1,0,0,0,0,3,0,0,0,0,3,3,3
VAPB,1,0,0,0,2,0,0,0,0,3,3,3
VARS2,0,0,0,0,3,0,0,0,0,3,3,3
VASH1,0,0,0,0,3,0,0,0,0,3,3,3
VEGFD,0,0,0,0,3,0,0,0,0,3,3,3
VGLL3,0,0,0,0,3,0,0,0,0,3,3,3
VIM,0,0,0,0,3,0,0,0,0,3,3,3
VPS11,0,0,0,0,3,0,0,0,0,3,3,3
VPS26C,0,0,0,0,3,0,0,0,0,3,3,3
VPS52,0,0,0,0,2,0,0,1,0,3,3,3
VPS53,0,0,0,0,3,0,0,0,0,3,3,3
VSIG10,1,0,0,0,1,1,0,0,0,3,3,3
VSTM4,0,0,1,0,2,0,0,0,0,3,3,3
VWC2L,0,0,0,0,3,0,0,0,0,3,3,3
WAPL,0,0,0,0,3,0,0,0,0,3,3,3
WASF2,0,0,0,0,3,0,0,0,0,3,3,3
WBP11,0,0,0,0,3,0,0,0,0,3,3,3
WDFY2,0,0,0,0,3,0,0,0,0,3,3,3
WDR12,0,0,0,0,1,1,0,0,1,3,3,3
WDR26,0,0,0,0,3,0,0,0,0,3,3,3
WDR48,0,0,0,0,3,0,0,0,0,3,3,3
WDR54,0,0,0,0,3,0,0,0,0,3,3,3
WDR81,0,0,0,0,3,0,0,0,0,3,3,3
WDR82,0,0,0,0,2,1,0,0,0,3,3,3
WIPI1,1,0,0,0,2,0,0,0,0,3,3,3
WNT16,2,0,0,0,1,0,0,0,0,3,3,3
WNT2B,0,0,0,0,3,0,0,0,0,3,3,3
WNT4,0,0,0,0,3,0,0,0,0,3,3,3
WRAP53,1,0,0,0,2,0,0,0,0,3,3,3
WT1,0,0,0,0,3,0,0,0,0,3,3,3
WTIP,0,0,0,0,2,1,0,0,0,3,3,3
XCL1,1,0,0,0,2,0,0,0,0,3,3,3
XCR1,0,0,0,0,3,0,0,0,0,3,3,3
XPNPEP2,0,0,0,0,2,0,0,1,0,3,3,3
XRCC2,0,0,0,0,3,0,0,0,0,3,3,3
XYLT2,1,0,0,0,2,0,0,0,0,3,3,3
YIPF6,0,0,0,0,2,0,0,1,0,3,3,3
YIPF7,0,0,0,0,3,0,0,0,0,3,3,3
ZBTB14,0,0,0,0,2,1,0,0,0,3,3,3
ZBTB16,0,0,0,0,3,0,0,0,0,3,3,3
ZBTB18,1,0,0,0,2,0,0,0,0,3,3,3
ZBTB22,1,0,0,0,2,0,0,0,0,3,3,3
ZBTB38,0,0,0,0,3,0,0,0,0,3,3,3
ZBTB43,0,0,0,0,3,0,0,0,0,3,3,3
ZBTB44,0,0,0,0,3,0,0,0,0,3,3,3
ZBTB7B,0,0,0,0,3,0,0,0,0,3,3,3
ZBTB7C,1,0,0,0,2,0,0,0,0,3,3,3
ZBTB9,0,0,0,0,3,0,0,0,0,3,3,3
ZCCHC12,0,0,0,0,3,0,0,0,0,3,3,3
ZCCHC4,0,0,0,0,3,0,0,0,0,3,3,3
ZCCHC7,0,0,0,0,2,1,0,0,0,3,3,3
ZDHHC20,0,0,0,0,2,1,0,0,0,3,3,3
ZDHHC6,0,0,0,0,3,0,0,0,0,3,3,3
ZDHHC9,0,0,0,0,3,0,0,0,0,3,3,3
ZFP14,0,0,0,0,3,0,0,0,0,3,3,3
ZFYVE1,1,0,0,0,2,0,0,0,0,3,3,3
ZFYVE27,1,0,0,0,2,0,0,0,0,3,3,3
ZFYVE28,0,0,0,0,3,0,0,0,0,3,3,3
ZMIZ2,0,0,0,0,2,0,0,0,1,3,3,3
ZNF10,1,0,0,0,2,0,0,0,0,3,3,3
ZNF121,0,0,0,0,3,0,0,0,0,3,3,3
ZNF124,0,0,0,0,3,0,0,0,0,3,3,3
ZNF133,0,0,0,0,3,0,0,0,0,3,3,3
ZNF169,0,0,0,0,3,0,0,0,0,3,3,3
ZNF181,0,0,0,0,2,1,0,0,0,3,3,3
ZNF20,0,0,0,0,3,0,0,0,0,3,3,3
ZNF225,0,0,0,0,3,0,0,0,0,3,3,3
ZNF232,0,0,0,0,3,0,0,0,0,3,3,3
ZNF234,0,0,0,0,3,0,0,0,0,3,3,3
ZNF248,0,0,0,0,3,0,0,0,0,3,3,3
ZNF257,0,0,0,0,3,0,0,0,0,3,3,3
ZNF263,0,0,0,0,3,0,0,0,0,3,3,3
ZNF266,0,0,0,0,3,0,0,0,0,3,3,3
ZNF277,0,0,0,0,3,0,0,0,0,3,3,3
ZNF28,0,0,0,0,3,0,0,0,0,3,3,3
ZNF284,0,0,0,0,3,0,0,0,0,3,3,3
ZNF287,0,0,0,0,3,0,0,0,0,3,3,3
ZNF296,1,0,0,0,2,0,0,0,0,3,3,3
ZNF324,0,0,0,0,3,0,0,0,0,3,3,3
ZNF341,0,0,0,0,3,0,0,0,0,3,3,3
ZNF345,0,0,0,0,3,0,0,0,0,3,3,3
ZNF385B,0,0,0,0,2,1,0,0,0,3,3,3
ZNF396,0,0,0,0,3,0,0,0,0,3,3,3
ZNF419,0,0,0,0,3,0,0,0,0,3,3,3
ZNF460,0,0,0,0,3,0,0,0,0,3,3,3
ZNF48,0,0,0,0,3,0,0,0,0,3,3,3
ZNF485,0,0,0,0,3,0,0,0,0,3,3,3
ZNF492,0,0,0,0,2,1,0,0,0,3,3,3
ZNF500,0,0,0,0,3,0,0,0,0,3,3,3
ZNF506,0,0,0,0,3,0,0,0,0,3,3,3
ZNF519,0,0,0,0,2,1,0,0,0,3,3,3
ZNF534,0,0,0,0,3,0,0,0,0,3,3,3
ZNF559,0,0,0,0,3,0,0,0,0,3,3,3
ZNF562,0,0,0,0,3,0,0,0,0,3,3,3
ZNF563,0,0,0,0,2,1,0,0,0,3,3,3
ZNF577,0,0,0,0,3,0,0,0,0,3,3,3
ZNF597,0,0,0,0,2,1,0,0,0,3,3,3
ZNF607,0,0,0,0,3,0,0,0,0,3,3,3
ZNF630,0,0,0,0,3,0,0,0,0,3,3,3
ZNF654,0,0,0,0,3,0,0,0,0,3,3,3
ZNF655,1,0,0,0,2,0,0,0,0,3,3,3
ZNF670,1,0,0,0,2,0,0,0,0,3,3,3
ZNF671,0,0,0,0,3,0,0,0,0,3,3,3
ZNF682,0,0,0,0,2,1,0,0,0,3,3,3
ZNF71,0,0,0,0,3,0,0,0,0,3,3,3
ZNF713,0,0,0,0,3,0,0,0,0,3,3,3
ZNF74,0,0,0,0,3,0,0,0,0,3,3,3
ZNF75A,0,0,0,0,3,0,0,0,0,3,3,3
ZNF76,0,0,0,0,2,0,0,1,0,3,3,3
ZNF768,0,0,0,0,2,1,0,0,0,3,3,3
ZNF773,0,0,0,0,3,0,0,0,0,3,3,3
ZNF777,1,0,0,0,2,0,0,0,0,3,3,3
ZNF778,0,0,0,0,3,0,0,0,0,3,3,3
ZNF79,0,0,0,0,2,1,0,0,0,3,3,3
ZNF793,1,0,0,0,2,0,0,0,0,3,3,3
ZNF8,0,0,0,0,3,0,0,0,0,3,3,3
ZNF836,1,0,0,0,2,0,0,0,0,3,3,3
ZNF84,0,0,0,0,3,0,0,0,0,3,3,3
ZNF862,1,0,0,0,2,0,0,0,0,3,3,3
ZNF93,0,0,0,0,2,1,0,0,0,3,3,3
ZP2,0,0,0,0,3,0,0,0,0,3,3,3
ZPBP,0,0,0,0,3,0,0,0,0,3,3,3
ZPR1,0,0,0,0,1,2,0,0,0,3,3,3
ZSCAN22,1,0,0,0,2,0,0,0,0,3,3,3
ZSCAN9,0,0,0,0,3,0,0,0,0,3,3,3
ZSWIM1,0,0,0,0,3,0,0,0,0,3,3,3
ZSWIM5,0,0,0,0,2,1,0,0,0,3,3,3
CYP4F12,0,0,0,0,4,0,0,0,0,4,2,2
MYL12A,0,0,0,0,4,0,0,0,0,4,2,2
OR6C74,0,0,0,0,4,0,0,0,0,4,2,2
OXCT1,0,0,0,0,4,0,0,0,0,4,2,2
PITX3,0,0,0,0,4,0,0,0,0,4,2,2
ZCCHC13,0,0,0,0,2,2,0,0,0,4,2,2
ZNF674,0,0,0,0,4,0,0,0,0,4,2,2
ABLIM2,0,0,0,0,3,0,0,0,0,3,2,2
ACTR10,0,0,0,0,2,1,0,0,0,3,2,2
ADGRB2,0,0,1,0,2,0,0,0,0,3,2,2
ANKRD10,0,0,0,0,2,1,0,0,0,3,2,2
APBB3,0,0,0,0,3,0,0,0,0,3,2,2
ATL2,0,0,0,0,3,0,0,0,0,3,2,2
B4GALT7,2,0,0,0,1,0,0,0,0,3,2,2
C17orf67,0,0,0,0,3,0,0,0,0,3,2,2
C1QTNF9,0,0,0,0,2,1,0,0,0,3,2,2
C2orf69,0,0,0,0,3,0,0,0,0,3,2,2
C8A,1,0,0,0,2,0,0,0,0,3,2,2
CAGE1,0,0,0,0,3,0,0,0,0,3,2,2
CCDC38,0,0,0,0,3,0,0,0,0,3,2,2
CCDC89,0,0,0,0,3,0,0,0,0,3,2,2
CCNT2,0,0,0,0,3,0,0,0,0,3,2,2
CGB2,1,0,0,0,2,0,0,0,0,3,2,2
CHERP,1,0,0,0,2,0,0,0,0,3,2,2
CLEC17A,0,0,0,0,3,0,0,0,0,3,2,2
COL13A1,0,0,0,0,3,0,0,0,0,3,2,2
CRACR2A,0,0,0,0,3,0,0,0,0,3,2,2
CTDSPL2,1,0,0,0,2,0,0,0,0,3,2,2
CXorf56,0,0,0,0,2,1,0,0,0,3,2,2
CYP4V2,0,0,0,0,1,1,0,1,0,3,2,2
DARS1,0,0,0,0,2,1,0,0,0,3,2,2
DDX1,0,0,0,0,2,1,0,0,0,3,2,2
DOC2A,0,0,0,0,3,0,0,0,0,3,2,2
DUSP18,0,0,0,0,2,0,0,0,1,3,2,2
E4F1,0,0,0,0,2,0,0,1,0,3,2,2
ECRG4,0,0,0,0,2,1,0,0,0,3,2,2
EDN3,1,0,0,0,2,0,0,0,0,3,2,2
EIF2AK2,0,0,0,0,3,0,0,0,0,3,2,2
EIF5,0,0,0,0,3,0,0,0,0,3,2,2
ENPP6,0,0,0,0,3,0,0,0,0,3,2,2
EZH1,0,0,0,0,1,2,0,0,0,3,2,2
FEN1,0,0,0,0,3,0,0,0,0,3,2,2
FKBP2,1,0,0,0,2,0,0,0,0,3,2,2
FOXJ2,0,0,0,0,3,0,0,0,0,3,2,2
GAA,0,0,0,0,3,0,0,0,0,3,2,2
GPR22,0,2,0,0,1,0,0,0,0,3,2,2
GPRC5B,0,0,1,0,1,1,0,0,0,3,2,2
GTF2H1,0,0,0,0,2,1,0,0,0,3,2,2
GTPBP10,0,0,0,0,3,0,0,0,0,3,2,2
H2AC20,0,1,0,0,2,0,0,0,0,3,2,2
HARS1,0,0,0,0,3,0,0,0,0,3,2,2
HMCES,0,0,0,0,3,0,0,0,0,3,2,2
HNMT,0,0,0,0,2,0,0,1,0,3,2,2
ICAM3,1,0,0,0,2,0,0,0,0,3,2,2
IFNGR1,0,0,0,0,1,2,0,0,0,3,2,2
IHH,0,0,0,0,2,1,0,0,0,3,2,2
KRT23,1,0,0,0,2,0,0,0,0,3,2,2
MAB21L2,0,0,0,0,3,0,0,0,0,3,2,2
MKKS,0,0,0,0,3,0,0,0,0,3,2,2
MKLN1,1,0,0,0,1,1,0,0,0,3,2,2
MMP26,0,0,0,0,2,1,0,0,0,3,2,2
MORC3,0,0,0,0,3,0,0,0,0,3,2,2
MRPL35,0,0,0,0,2,1,0,0,0,3,2,2
MS4A2,0,0,0,0,2,1,0,0,0,3,2,2
